bcp_number,rfc_number,title,status,format,file_path,downloaded
,6303,Locally Served DNS Zones,Best Current Practice,pdf,rfcs\pdf\rfc6303.pdf,Yes
,6303,Locally Served DNS Zones,Best Current Practice,html,rfcs\html\rfc6303.html,Yes
,6302,Logging Recommendations for Internet-Facing Servers,Best Current Practice,txt,rfcs\txt\rfc6302.txt,Yes
,6302,Logging Recommendations for Internet-Facing Servers,Best Current Practice,pdf,rfcs\pdf\rfc6302.pdf,Yes
,6302,Logging Recommendations for Internet-Facing Servers,Best Current Practice,html,rfcs\html\rfc6302.html,Yes
,6291,"Guidelines for the Use of the ""OAM"" Acronym in the IETF",Best Current Practice,txt,rfcs\txt\rfc6291.txt,Yes
,6291,"Guidelines for the Use of the ""OAM"" Acronym in the IETF",Best Current Practice,pdf,rfcs\pdf\rfc6291.pdf,Yes
,6291,"Guidelines for the Use of the ""OAM"" Acronym in the IETF",Best Current Practice,html,rfcs\html\rfc6291.html,Yes
,6280,An Architecture for Location and Location Privacy in Internet Applications,Best Current Practice,txt,rfcs\txt\rfc6280.txt,Yes
,6280,An Architecture for Location and Location Privacy in Internet Applications,Best Current Practice,pdf,rfcs\pdf\rfc6280.pdf,Yes
,6280,An Architecture for Location and Location Privacy in Internet Applications,Best Current Practice,html,rfcs\html\rfc6280.html,Yes
,6195,Domain Name System (DNS) IANA Considerations,Best Current Practice,txt,rfcs\txt\rfc6195.txt,Yes
,6195,Domain Name System (DNS) IANA Considerations,Best Current Practice,pdf,rfcs\pdf\rfc6195.pdf,Yes
,6195,Domain Name System (DNS) IANA Considerations,Best Current Practice,html,rfcs\html\rfc6195.html,Yes
,6191,Reducing the TIME-WAIT State Using TCP Timestamps,Best Current Practice,txt,rfcs\txt\rfc6191.txt,Yes
,6191,Reducing the TIME-WAIT State Using TCP Timestamps,Best Current Practice,pdf,rfcs\pdf\rfc6191.pdf,Yes
,6191,Reducing the TIME-WAIT State Using TCP Timestamps,Best Current Practice,html,rfcs\html\rfc6191.html,Yes
,6177,IPv6 Address Assignment to End Sites,Best Current Practice,txt,rfcs\txt\rfc6177.txt,Yes
,6177,IPv6 Address Assignment to End Sites,Best Current Practice,pdf,rfcs\pdf\rfc6177.pdf,Yes
,6177,IPv6 Address Assignment to End Sites,Best Current Practice,html,rfcs\html\rfc6177.html,Yes
,6158,RADIUS Design Guidelines,Best Current Practice,txt,rfcs\txt\rfc6158.txt,Yes
,6158,RADIUS Design Guidelines,Best Current Practice,pdf,rfcs\pdf\rfc6158.pdf,Yes
,6158,RADIUS Design Guidelines,Best Current Practice,html,rfcs\html\rfc6158.html,Yes
,6056,Recommendations for Transport-Protocol Port Randomization,Best Current Practice,txt,rfcs\txt\rfc6056.txt,Yes
,6056,Recommendations for Transport-Protocol Port Randomization,Best Current Practice,pdf,rfcs\pdf\rfc6056.pdf,Yes
,6056,Recommendations for Transport-Protocol Port Randomization,Best Current Practice,html,rfcs\html\rfc6056.html,Yes
,5855,Nameservers for IPv4 and IPv6 Reverse Zones,Best Current Practice,txt,rfcs\txt\rfc5855.txt,Yes
,5855,Nameservers for IPv4 and IPv6 Reverse Zones,Best Current Practice,pdf,rfcs\pdf\rfc5855.pdf,Yes
,5855,Nameservers for IPv4 and IPv6 Reverse Zones,Best Current Practice,html,rfcs\html\rfc5855.html,Yes
,5774,Considerations for Civic Addresses in the Presence Information Data Format Location Object (PIDF-LO): Guidelines and IANA Registry Definition,Best Current Practice,txt,rfcs\txt\rfc5774.txt,Yes
,5774,Considerations for Civic Addresses in the Presence Information Data Format Location Object (PIDF-LO): Guidelines and IANA Registry Definition,Best Current Practice,pdf,rfcs\pdf\rfc5774.pdf,Yes
,5774,Considerations for Civic Addresses in the Presence Information Data Format Location Object (PIDF-LO): Guidelines and IANA Registry Definition,Best Current Practice,html,rfcs\html\rfc5774.html,Yes
,5771,IANA Guidelines for IPv4 Multicast Address Assignments,Best Current Practice,txt,rfcs\txt\rfc5771.txt,Yes
,5771,IANA Guidelines for IPv4 Multicast Address Assignments,Best Current Practice,pdf,rfcs\pdf\rfc5771.pdf,Yes
,5771,IANA Guidelines for IPv4 Multicast Address Assignments,Best Current Practice,html,rfcs\html\rfc5771.html,Yes
,5742,IESG Procedures for Handling of Independent and IRTF Stream Submissions,Best Current Practice,txt,rfcs\txt\rfc5742.txt,Yes
,5742,IESG Procedures for Handling of Independent and IRTF Stream Submissions,Best Current Practice,pdf,rfcs\pdf\rfc5742.pdf,Yes
,5742,IESG Procedures for Handling of Independent and IRTF Stream Submissions,Best Current Practice,html,rfcs\html\rfc5742.html,Yes
,5735,Special Use IPv4 Addresses,Best Current Practice,txt,rfcs\txt\rfc5735.txt,Yes
,5735,Special Use IPv4 Addresses,Best Current Practice,pdf,rfcs\pdf\rfc5735.pdf,Yes
,5735,Special Use IPv4 Addresses,Best Current Practice,html,rfcs\html\rfc5735.html,Yes
,5727,Change Process for the Session Initiation Protocol (SIP) and the Real-time Applications and Infrastructure Area,Best Current Practice,txt,rfcs\txt\rfc5727.txt,Yes
,5727,Change Process for the Session Initiation Protocol (SIP) and the Real-time Applications and Infrastructure Area,Best Current Practice,pdf,rfcs\pdf\rfc5727.pdf,Yes
,5727,Change Process for the Session Initiation Protocol (SIP) and the Real-time Applications and Infrastructure Area,Best Current Practice,html,rfcs\html\rfc5727.html,Yes
,5680,The Nominating Committee Process: Open Disclosure of Willing Nominees,Best Current Practice,txt,rfcs\txt\rfc5680.txt,Yes
,5680,The Nominating Committee Process: Open Disclosure of Willing Nominees,Best Current Practice,pdf,rfcs\pdf\rfc5680.pdf,Yes
,5680,The Nominating Committee Process: Open Disclosure of Willing Nominees,Best Current Practice,html,rfcs\html\rfc5680.html,Yes
,5657,Guidance on Interoperation and Implementation Reports for Advancement to Draft Standard,Best Current Practice,txt,rfcs\txt\rfc5657.txt,Yes
,5657,Guidance on Interoperation and Implementation Reports for Advancement to Draft Standard,Best Current Practice,pdf,rfcs\pdf\rfc5657.pdf,Yes
,5657,Guidance on Interoperation and Implementation Reports for Advancement to Draft Standard,Best Current Practice,html,rfcs\html\rfc5657.html,Yes
,5646,Tags for Identifying Languages,Best Current Practice,txt,rfcs\txt\rfc5646.txt,Yes
,5646,Tags for Identifying Languages,Best Current Practice,pdf,rfcs\pdf\rfc5646.pdf,Yes
,5646,Tags for Identifying Languages,Best Current Practice,html,rfcs\html\rfc5646.html,Yes
,5633,Nominating Committee Process: Earlier Announcement of Open Positions and Solicitation of Volunteers,Best Current Practice,txt,rfcs\txt\rfc5633.txt,Yes
,5633,Nominating Committee Process: Earlier Announcement of Open Positions and Solicitation of Volunteers,Best Current Practice,pdf,rfcs\pdf\rfc5633.pdf,Yes
,5633,Nominating Committee Process: Earlier Announcement of Open Positions and Solicitation of Volunteers,Best Current Practice,html,rfcs\html\rfc5633.html,Yes
,5625,DNS Proxy Implementation Guidelines,Best Current Practice,txt,rfcs\txt\rfc5625.txt,Yes
,5625,DNS Proxy Implementation Guidelines,Best Current Practice,pdf,rfcs\pdf\rfc5625.pdf,Yes
,5625,DNS Proxy Implementation Guidelines,Best Current Practice,html,rfcs\html\rfc5625.html,Yes
,5615,H.248/MEGACO Registration Procedures,Best Current Practice,txt,rfcs\txt\rfc5615.txt,Yes
,5615,H.248/MEGACO Registration Procedures,Best Current Practice,pdf,rfcs\pdf\rfc5615.pdf,Yes
,5615,H.248/MEGACO Registration Procedures,Best Current Practice,html,rfcs\html\rfc5615.html,Yes
,5597,Network Address Translation (NAT) Behavioral Requirements for the Datagram Congestion Control Protocol,Best Current Practice,txt,rfcs\txt\rfc5597.txt,Yes
,5597,Network Address Translation (NAT) Behavioral Requirements for the Datagram Congestion Control Protocol,Best Current Practice,pdf,rfcs\pdf\rfc5597.pdf,Yes
,5597,Network Address Translation (NAT) Behavioral Requirements for the Datagram Congestion Control Protocol,Best Current Practice,html,rfcs\html\rfc5597.html,Yes
,5589,Session Initiation Protocol (SIP) Call Control - Transfer,Best Current Practice,txt,rfcs\txt\rfc5589.txt,Yes
,5589,Session Initiation Protocol (SIP) Call Control - Transfer,Best Current Practice,pdf,rfcs\pdf\rfc5589.pdf,Yes
,5589,Session Initiation Protocol (SIP) Call Control - Transfer,Best Current Practice,html,rfcs\html\rfc5589.html,Yes
,5508,NAT Behavioral Requirements for ICMP,Best Current Practice,txt,rfcs\txt\rfc5508.txt,Yes
,5508,NAT Behavioral Requirements for ICMP,Best Current Practice,pdf,rfcs\pdf\rfc5508.pdf,Yes
,5508,NAT Behavioral Requirements for ICMP,Best Current Practice,html,rfcs\html\rfc5508.html,Yes
,5407,Example Call Flows of Race Conditions in the Session Initiation Protocol (SIP),Best Current Practice,txt,rfcs\txt\rfc5407.txt,Yes
,5407,Example Call Flows of Race Conditions in the Session Initiation Protocol (SIP),Best Current Practice,pdf,rfcs\pdf\rfc5407.pdf,Yes
,5407,Example Call Flows of Race Conditions in the Session Initiation Protocol (SIP),Best Current Practice,html,rfcs\html\rfc5407.html,Yes
,5406,Guidelines for Specifying the Use of IPsec Version 2,Best Current Practice,txt,rfcs\txt\rfc5406.txt,Yes
,5406,Guidelines for Specifying the Use of IPsec Version 2,Best Current Practice,pdf,rfcs\pdf\rfc5406.pdf,Yes
,5406,Guidelines for Specifying the Use of IPsec Version 2,Best Current Practice,html,rfcs\html\rfc5406.html,Yes
,5405,Unicast UDP Usage Guidelines for Application Designers,Best Current Practice,txt,rfcs\txt\rfc5405.txt,Yes
,5405,Unicast UDP Usage Guidelines for Application Designers,Best Current Practice,pdf,rfcs\pdf\rfc5405.pdf,Yes
,5405,Unicast UDP Usage Guidelines for Application Designers,Best Current Practice,html,rfcs\html\rfc5405.html,Yes
,5395,Domain Name System (DNS) IANA Considerations ,Best Current Practice,txt,rfcs\txt\rfc5395.txt,Yes
,5395,Domain Name System (DNS) IANA Considerations ,Best Current Practice,pdf,rfcs\pdf\rfc5395.pdf,Yes
,5395,Domain Name System (DNS) IANA Considerations ,Best Current Practice,html,rfcs\html\rfc5395.html,Yes
,5383,Deployment Considerations for Lemonade-Compliant Mobile Email,Best Current Practice,txt,rfcs\txt\rfc5383.txt,Yes
,5383,Deployment Considerations for Lemonade-Compliant Mobile Email,Best Current Practice,pdf,rfcs\pdf\rfc5383.pdf,Yes
,5383,Deployment Considerations for Lemonade-Compliant Mobile Email,Best Current Practice,html,rfcs\html\rfc5383.html,Yes
,5382,NAT Behavioral Requirements for TCP,Best Current Practice,txt,rfcs\txt\rfc5382.txt,Yes
,5382,NAT Behavioral Requirements for TCP,Best Current Practice,pdf,rfcs\pdf\rfc5382.pdf,Yes
,5382,NAT Behavioral Requirements for TCP,Best Current Practice,html,rfcs\html\rfc5382.html,Yes
,5378,Rights Contributors Provide to the IETF Trust,Best Current Practice,txt,rfcs\txt\rfc5378.txt,Yes
,5378,Rights Contributors Provide to the IETF Trust,Best Current Practice,pdf,rfcs\pdf\rfc5378.pdf,Yes
,5378,Rights Contributors Provide to the IETF Trust,Best Current Practice,html,rfcs\html\rfc5378.html,Yes
,5359,Session Initiation Protocol Service Examples,Best Current Practice,txt,rfcs\txt\rfc5359.txt,Yes
,5359,Session Initiation Protocol Service Examples,Best Current Practice,pdf,rfcs\pdf\rfc5359.pdf,Yes
,5359,Session Initiation Protocol Service Examples,Best Current Practice,html,rfcs\html\rfc5359.html,Yes
,5358,Preventing Use of Recursive Nameservers in Reflector Attacks,Best Current Practice,txt,rfcs\txt\rfc5358.txt,Yes
,5358,Preventing Use of Recursive Nameservers in Reflector Attacks,Best Current Practice,pdf,rfcs\pdf\rfc5358.pdf,Yes
,5358,Preventing Use of Recursive Nameservers in Reflector Attacks,Best Current Practice,html,rfcs\html\rfc5358.html,Yes
,5342,IANA Considerations and IETF Protocol Usage for IEEE 802 Parameters,Best Current Practice,txt,rfcs\txt\rfc5342.txt,Yes
,5342,IANA Considerations and IETF Protocol Usage for IEEE 802 Parameters,Best Current Practice,pdf,rfcs\pdf\rfc5342.pdf,Yes
,5342,IANA Considerations and IETF Protocol Usage for IEEE 802 Parameters,Best Current Practice,html,rfcs\html\rfc5342.html,Yes
,5266,Secure Connectivity and Mobility Using Mobile IPv4 and IKEv2 Mobility and Multihoming (MOBIKE),Best Current Practice,txt,rfcs\txt\rfc5266.txt,Yes
,5266,Secure Connectivity and Mobility Using Mobile IPv4 and IKEv2 Mobility and Multihoming (MOBIKE),Best Current Practice,pdf,rfcs\pdf\rfc5266.pdf,Yes
,5266,Secure Connectivity and Mobility Using Mobile IPv4 and IKEv2 Mobility and Multihoming (MOBIKE),Best Current Practice,html,rfcs\html\rfc5266.html,Yes
,5249,Templates for Internet-Drafts Containing MIB Modules,Best Current Practice,txt,rfcs\txt\rfc5249.txt,Yes
,5249,Templates for Internet-Drafts Containing MIB Modules,Best Current Practice,pdf,rfcs\pdf\rfc5249.pdf,Yes
,5249,Templates for Internet-Drafts Containing MIB Modules,Best Current Practice,html,rfcs\html\rfc5249.html,Yes
,5248,A Registry for SMTP Enhanced Mail System Status Codes,Best Current Practice,txt,rfcs\txt\rfc5248.txt,Yes
,5248,A Registry for SMTP Enhanced Mail System Status Codes,Best Current Practice,pdf,rfcs\pdf\rfc5248.pdf,Yes
,5248,A Registry for SMTP Enhanced Mail System Status Codes,Best Current Practice,html,rfcs\html\rfc5248.html,Yes
,5237,IANA Allocation Guidelines for the Protocol Field,Best Current Practice,txt,rfcs\txt\rfc5237.txt,Yes
,5237,IANA Allocation Guidelines for the Protocol Field,Best Current Practice,pdf,rfcs\pdf\rfc5237.pdf,Yes
,5237,IANA Allocation Guidelines for the Protocol Field,Best Current Practice,html,rfcs\html\rfc5237.html,Yes
,5226,Guidelines for Writing an IANA Considerations Section in RFCs,Best Current Practice,txt,rfcs\txt\rfc5226.txt,Yes
,5226,Guidelines for Writing an IANA Considerations Section in RFCs,Best Current Practice,pdf,rfcs\pdf\rfc5226.pdf,Yes
,5226,Guidelines for Writing an IANA Considerations Section in RFCs,Best Current Practice,html,rfcs\html\rfc5226.html,Yes
,5137,ASCII Escaping of Unicode Characters,Best Current Practice,txt,rfcs\txt\rfc5137.txt,Yes
,5137,ASCII Escaping of Unicode Characters,Best Current Practice,pdf,rfcs\pdf\rfc5137.pdf,Yes
,5137,ASCII Escaping of Unicode Characters,Best Current Practice,html,rfcs\html\rfc5137.html,Yes
,5135,IP Multicast Requirements for a Network Address Translator (NAT) and a Network Address Port Translator (NAPT),Best Current Practice,txt,rfcs\txt\rfc5135.txt,Yes
,5135,IP Multicast Requirements for a Network Address Translator (NAT) and a Network Address Port Translator (NAPT),Best Current Practice,pdf,rfcs\pdf\rfc5135.pdf,Yes
,5135,IP Multicast Requirements for a Network Address Translator (NAT) and a Network Address Port Translator (NAPT),Best Current Practice,html,rfcs\html\rfc5135.html,Yes
,5068,Email Submission Operations: Access and Accountability Requirements,Best Current Practice,txt,rfcs\txt\rfc5068.txt,Yes
,5068,Email Submission Operations: Access and Accountability Requirements,Best Current Practice,pdf,rfcs\pdf\rfc5068.pdf,Yes
,5068,Email Submission Operations: Access and Accountability Requirements,Best Current Practice,html,rfcs\html\rfc5068.html,Yes
,5033,Specifying New Congestion Control Algorithms,Best Current Practice,txt,rfcs\txt\rfc5033.txt,Yes
,5033,Specifying New Congestion Control Algorithms,Best Current Practice,pdf,rfcs\pdf\rfc5033.pdf,Yes
,5033,Specifying New Congestion Control Algorithms,Best Current Practice,html,rfcs\html\rfc5033.html,Yes
,4962,"Guidance for Authentication, Authorization, and Accounting (AAA) Key Management",Best Current Practice,txt,rfcs\txt\rfc4962.txt,Yes
,4962,"Guidance for Authentication, Authorization, and Accounting (AAA) Key Management",Best Current Practice,pdf,rfcs\pdf\rfc4962.pdf,Yes
,4962,"Guidance for Authentication, Authorization, and Accounting (AAA) Key Management",Best Current Practice,html,rfcs\html\rfc4962.html,Yes
,4961,Symmetric RTP / RTP Control Protocol (RTCP),Best Current Practice,txt,rfcs\txt\rfc4961.txt,Yes
,4961,Symmetric RTP / RTP Control Protocol (RTCP),Best Current Practice,pdf,rfcs\pdf\rfc4961.pdf,Yes
,4961,Symmetric RTP / RTP Control Protocol (RTCP),Best Current Practice,html,rfcs\html\rfc4961.html,Yes
,4940,IANA Considerations for OSPF,Best Current Practice,txt,rfcs\txt\rfc4940.txt,Yes
,4940,IANA Considerations for OSPF,Best Current Practice,pdf,rfcs\pdf\rfc4940.pdf,Yes
,4940,IANA Considerations for OSPF,Best Current Practice,html,rfcs\html\rfc4940.html,Yes
,4929,Change Process for Multiprotocol Label Switching (MPLS) and Generalized MPLS (GMPLS) Protocols and Procedures,Best Current Practice,txt,rfcs\txt\rfc4929.txt,Yes
,4929,Change Process for Multiprotocol Label Switching (MPLS) and Generalized MPLS (GMPLS) Protocols and Procedures,Best Current Practice,pdf,rfcs\pdf\rfc4929.pdf,Yes
,4929,Change Process for Multiprotocol Label Switching (MPLS) and Generalized MPLS (GMPLS) Protocols and Procedures,Best Current Practice,html,rfcs\html\rfc4929.html,Yes
,4928,Avoiding Equal Cost Multipath Treatment in MPLS Networks,Best Current Practice,txt,rfcs\txt\rfc4928.txt,Yes
,4928,Avoiding Equal Cost Multipath Treatment in MPLS Networks,Best Current Practice,pdf,rfcs\pdf\rfc4928.pdf,Yes
,4928,Avoiding Equal Cost Multipath Treatment in MPLS Networks,Best Current Practice,html,rfcs\html\rfc4928.html,Yes
,4897,Handling Normative References to Standards-Track Documents,Best Current Practice,txt,rfcs\txt\rfc4897.txt,Yes
,4897,Handling Normative References to Standards-Track Documents,Best Current Practice,pdf,rfcs\pdf\rfc4897.pdf,Yes
,4897,Handling Normative References to Standards-Track Documents,Best Current Practice,html,rfcs\html\rfc4897.html,Yes
,4879,Clarification of the Third Party Disclosure Procedure in RFC 3979,Best Current Practice,txt,rfcs\txt\rfc4879.txt,Yes
,4879,Clarification of the Third Party Disclosure Procedure in RFC 3979,Best Current Practice,pdf,rfcs\pdf\rfc4879.pdf,Yes
,4879,Clarification of the Third Party Disclosure Procedure in RFC 3979,Best Current Practice,html,rfcs\html\rfc4879.html,Yes
,4841,RFC 4181 Update to Recognize the IETF Trust,Best Current Practice,txt,rfcs\txt\rfc4841.txt,Yes
,4841,RFC 4181 Update to Recognize the IETF Trust,Best Current Practice,pdf,rfcs\pdf\rfc4841.pdf,Yes
,4841,RFC 4181 Update to Recognize the IETF Trust,Best Current Practice,html,rfcs\html\rfc4841.html,Yes
,4787,Network Address Translation (NAT) Behavioral Requirements for Unicast UDP,Best Current Practice,txt,rfcs\txt\rfc4787.txt,Yes
,4787,Network Address Translation (NAT) Behavioral Requirements for Unicast UDP,Best Current Practice,pdf,rfcs\pdf\rfc4787.pdf,Yes
,4787,Network Address Translation (NAT) Behavioral Requirements for Unicast UDP,Best Current Practice,html,rfcs\html\rfc4787.html,Yes
,4786,Operation of Anycast Services,Best Current Practice,txt,rfcs\txt\rfc4786.txt,Yes
,4786,Operation of Anycast Services,Best Current Practice,pdf,rfcs\pdf\rfc4786.pdf,Yes
,4786,Operation of Anycast Services,Best Current Practice,html,rfcs\html\rfc4786.html,Yes
,4775,Procedures for Protocol Extensions and Variations,Best Current Practice,txt,rfcs\txt\rfc4775.txt,Yes
,4775,Procedures for Protocol Extensions and Variations,Best Current Practice,pdf,rfcs\pdf\rfc4775.pdf,Yes
,4775,Procedures for Protocol Extensions and Variations,Best Current Practice,html,rfcs\html\rfc4775.html,Yes
,4774,Specifying Alternate Semantics for the Explicit Congestion Notification (ECN) Field,Best Current Practice,txt,rfcs\txt\rfc4774.txt,Yes
,4774,Specifying Alternate Semantics for the Explicit Congestion Notification (ECN) Field,Best Current Practice,pdf,rfcs\pdf\rfc4774.pdf,Yes
,4774,Specifying Alternate Semantics for the Explicit Congestion Notification (ECN) Field,Best Current Practice,html,rfcs\html\rfc4774.html,Yes
,4748,RFC 3978 Update to Recognize the IETF Trust,Best Current Practice,txt,rfcs\txt\rfc4748.txt,Yes
,4748,RFC 3978 Update to Recognize the IETF Trust,Best Current Practice,pdf,rfcs\pdf\rfc4748.pdf,Yes
,4748,RFC 3978 Update to Recognize the IETF Trust,Best Current Practice,html,rfcs\html\rfc4748.html,Yes
,4697,Observed DNS Resolution Misbehavior,Best Current Practice,txt,rfcs\txt\rfc4697.txt,Yes
,4697,Observed DNS Resolution Misbehavior,Best Current Practice,pdf,rfcs\pdf\rfc4697.pdf,Yes
,4697,Observed DNS Resolution Misbehavior,Best Current Practice,html,rfcs\html\rfc4697.html,Yes
,4647,Matching of Language Tags,Best Current Practice,txt,rfcs\txt\rfc4647.txt,Yes
,4647,Matching of Language Tags,Best Current Practice,pdf,rfcs\pdf\rfc4647.pdf,Yes
,4647,Matching of Language Tags,Best Current Practice,html,rfcs\html\rfc4647.html,Yes
,4646,Tags for Identifying Languages,Best Current Practice,txt,rfcs\txt\rfc4646.txt,Yes
,4646,Tags for Identifying Languages,Best Current Practice,pdf,rfcs\pdf\rfc4646.pdf,Yes
,4646,Tags for Identifying Languages,Best Current Practice,html,rfcs\html\rfc4646.html,Yes
,4632,Classless Inter-domain Routing (CIDR): The Internet Address Assignment and Aggregation Plan,Best Current Practice,txt,rfcs\txt\rfc4632.txt,Yes
,4632,Classless Inter-domain Routing (CIDR): The Internet Address Assignment and Aggregation Plan,Best Current Practice,pdf,rfcs\pdf\rfc4632.pdf,Yes
,4632,Classless Inter-domain Routing (CIDR): The Internet Address Assignment and Aggregation Plan,Best Current Practice,html,rfcs\html\rfc4632.html,Yes
,4611,Multicast Source Discovery Protocol (MSDP) Deployment Scenarios,Best Current Practice,txt,rfcs\txt\rfc4611.txt,Yes
,4611,Multicast Source Discovery Protocol (MSDP) Deployment Scenarios,Best Current Practice,pdf,rfcs\pdf\rfc4611.pdf,Yes
,4611,Multicast Source Discovery Protocol (MSDP) Deployment Scenarios,Best Current Practice,html,rfcs\html\rfc4611.html,Yes
,4608,Source-Specific Protocol Independent Multicast in 232/8,Best Current Practice,txt,rfcs\txt\rfc4608.txt,Yes
,4608,Source-Specific Protocol Independent Multicast in 232/8,Best Current Practice,pdf,rfcs\pdf\rfc4608.pdf,Yes
,4608,Source-Specific Protocol Independent Multicast in 232/8,Best Current Practice,html,rfcs\html\rfc4608.html,Yes
,4579,Session Initiation Protocol (SIP) Call Control - Conferencing for User Agents,Best Current Practice,txt,rfcs\txt\rfc4579.txt,Yes
,4579,Session Initiation Protocol (SIP) Call Control - Conferencing for User Agents,Best Current Practice,pdf,rfcs\pdf\rfc4579.pdf,Yes
,4579,Session Initiation Protocol (SIP) Call Control - Conferencing for User Agents,Best Current Practice,html,rfcs\html\rfc4579.html,Yes
,4521,Considerations for Lightweight Directory Access Protocol (LDAP) Extensions,Best Current Practice,txt,rfcs\txt\rfc4521.txt,Yes
,4521,Considerations for Lightweight Directory Access Protocol (LDAP) Extensions,Best Current Practice,pdf,rfcs\pdf\rfc4521.pdf,Yes
,4521,Considerations for Lightweight Directory Access Protocol (LDAP) Extensions,Best Current Practice,html,rfcs\html\rfc4521.html,Yes
,4520,Internet Assigned Numbers Authority (IANA) Considerations for the Lightweight Directory Access Protocol (LDAP),Best Current Practice,txt,rfcs\txt\rfc4520.txt,Yes
,4520,Internet Assigned Numbers Authority (IANA) Considerations for the Lightweight Directory Access Protocol (LDAP),Best Current Practice,pdf,rfcs\pdf\rfc4520.pdf,Yes
,4520,Internet Assigned Numbers Authority (IANA) Considerations for the Lightweight Directory Access Protocol (LDAP),Best Current Practice,html,rfcs\html\rfc4520.html,Yes
,4497,Interworking between the Session Initiation Protocol (SIP) and QSIG,Best Current Practice,txt,rfcs\txt\rfc4497.txt,Yes
,4497,Interworking between the Session Initiation Protocol (SIP) and QSIG,Best Current Practice,pdf,rfcs\pdf\rfc4497.pdf,Yes
,4497,Interworking between the Session Initiation Protocol (SIP) and QSIG,Best Current Practice,html,rfcs\html\rfc4497.html,Yes
,4446,IANA Allocations for Pseudowire Edge to Edge Emulation (PWE3),Best Current Practice,txt,rfcs\txt\rfc4446.txt,Yes
,4446,IANA Allocations for Pseudowire Edge to Edge Emulation (PWE3),Best Current Practice,pdf,rfcs\pdf\rfc4446.pdf,Yes
,4446,IANA Allocations for Pseudowire Edge to Edge Emulation (PWE3),Best Current Practice,html,rfcs\html\rfc4446.html,Yes
,4395,Guidelines and Registration Procedures for New URI Schemes,Best Current Practice,txt,rfcs\txt\rfc4395.txt,Yes
,4395,Guidelines and Registration Procedures for New URI Schemes,Best Current Practice,pdf,rfcs\pdf\rfc4395.pdf,Yes
,4395,Guidelines and Registration Procedures for New URI Schemes,Best Current Practice,html,rfcs\html\rfc4395.html,Yes
,4384,BGP Communities for Data Collection,Best Current Practice,txt,rfcs\txt\rfc4384.txt,Yes
,4384,BGP Communities for Data Collection,Best Current Practice,pdf,rfcs\pdf\rfc4384.pdf,Yes
,4384,BGP Communities for Data Collection,Best Current Practice,html,rfcs\html\rfc4384.html,Yes
,4371,BCP 101 Update for IPR Trust,Best Current Practice,txt,rfcs\txt\rfc4371.txt,Yes
,4371,BCP 101 Update for IPR Trust,Best Current Practice,pdf,rfcs\pdf\rfc4371.pdf,Yes
,4371,BCP 101 Update for IPR Trust,Best Current Practice,html,rfcs\html\rfc4371.html,Yes
,4333,The IETF Administrative Oversight Committee (IAOC) Member Selection Guidelines and Process,Best Current Practice,txt,rfcs\txt\rfc4333.txt,Yes
,4333,The IETF Administrative Oversight Committee (IAOC) Member Selection Guidelines and Process,Best Current Practice,pdf,rfcs\pdf\rfc4333.pdf,Yes
,4333,The IETF Administrative Oversight Committee (IAOC) Member Selection Guidelines and Process,Best Current Practice,html,rfcs\html\rfc4333.html,Yes
,4289,Multipurpose Internet Mail Extensions (MIME) Part Four: Registration Procedures,Best Current Practice,txt,rfcs\txt\rfc4289.txt,Yes
,4289,Multipurpose Internet Mail Extensions (MIME) Part Four: Registration Procedures,Best Current Practice,pdf,rfcs\pdf\rfc4289.pdf,Yes
,4289,Multipurpose Internet Mail Extensions (MIME) Part Four: Registration Procedures,Best Current Practice,html,rfcs\html\rfc4289.html,Yes
,4288,Media Type Specifications and Registration Procedures,Best Current Practice,txt,rfcs\txt\rfc4288.txt,Yes
,4288,Media Type Specifications and Registration Procedures,Best Current Practice,pdf,rfcs\pdf\rfc4288.pdf,Yes
,4288,Media Type Specifications and Registration Procedures,Best Current Practice,html,rfcs\html\rfc4288.html,Yes
,4222,Prioritized Treatment of Specific OSPF Version 2 Packets and Congestion Avoidance,Best Current Practice,txt,rfcs\txt\rfc4222.txt,Yes
,4222,Prioritized Treatment of Specific OSPF Version 2 Packets and Congestion Avoidance,Best Current Practice,pdf,rfcs\pdf\rfc4222.pdf,Yes
,4222,Prioritized Treatment of Specific OSPF Version 2 Packets and Congestion Avoidance,Best Current Practice,html,rfcs\html\rfc4222.html,Yes
,4181,Guidelines for Authors and Reviewers of MIB Documents,Best Current Practice,txt,rfcs\txt\rfc4181.txt,Yes
,4181,Guidelines for Authors and Reviewers of MIB Documents,Best Current Practice,pdf,rfcs\pdf\rfc4181.pdf,Yes
,4181,Guidelines for Authors and Reviewers of MIB Documents,Best Current Practice,html,rfcs\html\rfc4181.html,Yes
,4170,Tunneling Multiplexed Compressed RTP (TCRTP),Best Current Practice,txt,rfcs\txt\rfc4170.txt,Yes
,4170,Tunneling Multiplexed Compressed RTP (TCRTP),Best Current Practice,pdf,rfcs\pdf\rfc4170.pdf,Yes
,4170,Tunneling Multiplexed Compressed RTP (TCRTP),Best Current Practice,html,rfcs\html\rfc4170.html,Yes
,4159,"Deprecation of ""ip6.int""",Best Current Practice,txt,rfcs\txt\rfc4159.txt,Yes
,4159,"Deprecation of ""ip6.int""",Best Current Practice,pdf,rfcs\pdf\rfc4159.pdf,Yes
