bcp_number,rfc_number,title,status,format,file_path,downloaded
,2780, IANA Allocation Guidelines For Values In the Internet Protocol and Related Headers ,Best Current Practice,pdf,rfcs\pdf\rfc2780.pdf,Yes
,2780, IANA Allocation Guidelines For Values In the Internet Protocol and Related Headers ,Best Current Practice,html,rfcs\html\rfc2780.html,Yes
,2736, Guidelines for Writers of RTP Payload Format Specifications ,Best Current Practice,txt,rfcs\txt\rfc2736.txt,Yes
,2736, Guidelines for Writers of RTP Payload Format Specifications ,Best Current Practice,pdf,rfcs\pdf\rfc2736.pdf,Yes
,2736, Guidelines for Writers of RTP Payload Format Specifications ,Best Current Practice,html,rfcs\html\rfc2736.html,Yes
,2727," IAB and IESG Selection, Confirmation, and Recall Process: Operation of the Nominating and Recall Committees ",Best Current Practice,txt,rfcs\txt\rfc2727.txt,Yes
,2727," IAB and IESG Selection, Confirmation, and Recall Process: Operation of the Nominating and Recall Committees ",Best Current Practice,pdf,rfcs\pdf\rfc2727.pdf,Yes
,2727," IAB and IESG Selection, Confirmation, and Recall Process: Operation of the Nominating and Recall Committees ",Best Current Practice,html,rfcs\html\rfc2727.html,Yes
,2717, Registration Procedures for URL Scheme Names ,Best Current Practice,txt,rfcs\txt\rfc2717.txt,Yes
,2717, Registration Procedures for URL Scheme Names ,Best Current Practice,pdf,rfcs\pdf\rfc2717.pdf,Yes
,2717, Registration Procedures for URL Scheme Names ,Best Current Practice,html,rfcs\html\rfc2717.html,Yes
,2644, Changing the Default for Directed Broadcasts in Routers ,Best Current Practice,txt,rfcs\txt\rfc2644.txt,Yes
,2644, Changing the Default for Directed Broadcasts in Routers ,Best Current Practice,pdf,rfcs\pdf\rfc2644.pdf,Yes
,2644, Changing the Default for Directed Broadcasts in Routers ,Best Current Practice,html,rfcs\html\rfc2644.html,Yes
,2611, URN Namespace Definition Mechanisms ,Best Current Practice,txt,rfcs\txt\rfc2611.txt,Yes
,2611, URN Namespace Definition Mechanisms ,Best Current Practice,pdf,rfcs\pdf\rfc2611.pdf,Yes
,2611, URN Namespace Definition Mechanisms ,Best Current Practice,html,rfcs\html\rfc2611.html,Yes
,2606, Reserved Top Level DNS Names ,Best Current Practice,txt,rfcs\txt\rfc2606.txt,Yes
,2606, Reserved Top Level DNS Names ,Best Current Practice,pdf,rfcs\pdf\rfc2606.pdf,Yes
,2606, Reserved Top Level DNS Names ,Best Current Practice,html,rfcs\html\rfc2606.html,Yes
,2506, Media Feature Tag Registration Procedure ,Best Current Practice,txt,rfcs\txt\rfc2506.txt,Yes
,2506, Media Feature Tag Registration Procedure ,Best Current Practice,pdf,rfcs\pdf\rfc2506.pdf,Yes
,2506, Media Feature Tag Registration Procedure ,Best Current Practice,html,rfcs\html\rfc2506.html,Yes
,2505, Anti-Spam Recommendations for SMTP MTAs ,Best Current Practice,txt,rfcs\txt\rfc2505.txt,Yes
,2505, Anti-Spam Recommendations for SMTP MTAs ,Best Current Practice,pdf,rfcs\pdf\rfc2505.pdf,Yes
,2505, Anti-Spam Recommendations for SMTP MTAs ,Best Current Practice,html,rfcs\html\rfc2505.html,Yes
,2489, Procedure for Defining New DHCP Options ,Best Current Practice,txt,rfcs\txt\rfc2489.txt,Yes
,2489, Procedure for Defining New DHCP Options ,Best Current Practice,pdf,rfcs\pdf\rfc2489.pdf,Yes
,2489, Procedure for Defining New DHCP Options ,Best Current Practice,html,rfcs\html\rfc2489.html,Yes
,2488, Enhancing TCP Over Satellite Channels using Standard Mechanisms ,Best Current Practice,txt,rfcs\txt\rfc2488.txt,Yes
,2488, Enhancing TCP Over Satellite Channels using Standard Mechanisms ,Best Current Practice,pdf,rfcs\pdf\rfc2488.pdf,Yes
,2488, Enhancing TCP Over Satellite Channels using Standard Mechanisms ,Best Current Practice,html,rfcs\html\rfc2488.html,Yes
,2438, Advancement of MIB specifications on the IETF Standards Track ,Best Current Practice,txt,rfcs\txt\rfc2438.txt,Yes
,2438, Advancement of MIB specifications on the IETF Standards Track ,Best Current Practice,pdf,rfcs\pdf\rfc2438.pdf,Yes
,2438, Advancement of MIB specifications on the IETF Standards Track ,Best Current Practice,html,rfcs\html\rfc2438.html,Yes
,2434, Guidelines for Writing an IANA Considerations Section in RFCs ,Best Current Practice,txt,rfcs\txt\rfc2434.txt,Yes
,2434, Guidelines for Writing an IANA Considerations Section in RFCs ,Best Current Practice,pdf,rfcs\pdf\rfc2434.pdf,Yes
,2434, Guidelines for Writing an IANA Considerations Section in RFCs ,Best Current Practice,html,rfcs\html\rfc2434.html,Yes
,2418,IETF Working Group Guidelines and Procedures ,Best Current Practice,txt,rfcs\txt\rfc2418.txt,Yes
,2418,IETF Working Group Guidelines and Procedures ,Best Current Practice,pdf,rfcs\pdf\rfc2418.pdf,Yes
,2418,IETF Working Group Guidelines and Procedures ,Best Current Practice,html,rfcs\html\rfc2418.html,Yes
,2379, RSVP over ATM Implementation Guidelines ,Best Current Practice,txt,rfcs\txt\rfc2379.txt,Yes
,2379, RSVP over ATM Implementation Guidelines ,Best Current Practice,pdf,rfcs\pdf\rfc2379.pdf,Yes
,2379, RSVP over ATM Implementation Guidelines ,Best Current Practice,html,rfcs\html\rfc2379.html,Yes
,2365, Administratively Scoped IP Multicast ,Best Current Practice,txt,rfcs\txt\rfc2365.txt,Yes
,2365, Administratively Scoped IP Multicast ,Best Current Practice,pdf,rfcs\pdf\rfc2365.pdf,Yes
,2365, Administratively Scoped IP Multicast ,Best Current Practice,html,rfcs\html\rfc2365.html,Yes
,2360, Guide for Internet Standards Writers ,Best Current Practice,txt,rfcs\txt\rfc2360.txt,Yes
,2360, Guide for Internet Standards Writers ,Best Current Practice,pdf,rfcs\pdf\rfc2360.pdf,Yes
,2360, Guide for Internet Standards Writers ,Best Current Practice,html,rfcs\html\rfc2360.html,Yes
,2350, Expectations for Computer Security Incident Response ,Best Current Practice,txt,rfcs\txt\rfc2350.txt,Yes
,2350, Expectations for Computer Security Incident Response ,Best Current Practice,pdf,rfcs\pdf\rfc2350.pdf,Yes
,2350, Expectations for Computer Security Incident Response ,Best Current Practice,html,rfcs\html\rfc2350.html,Yes
,2317, Classless IN-ADDR.ARPA delegation ,Best Current Practice,txt,rfcs\txt\rfc2317.txt,Yes
,2317, Classless IN-ADDR.ARPA delegation ,Best Current Practice,pdf,rfcs\pdf\rfc2317.pdf,Yes
,2317, Classless IN-ADDR.ARPA delegation ,Best Current Practice,html,rfcs\html\rfc2317.html,Yes
,2277, IETF Policy on Character Sets and Languages ,Best Current Practice,txt,rfcs\txt\rfc2277.txt,Yes
,2277, IETF Policy on Character Sets and Languages ,Best Current Practice,pdf,rfcs\pdf\rfc2277.pdf,Yes
,2277, IETF Policy on Character Sets and Languages ,Best Current Practice,html,rfcs\html\rfc2277.html,Yes
,2219, Use of DNS Aliases for Network Services ,Best Current Practice,txt,rfcs\txt\rfc2219.txt,Yes
,2219, Use of DNS Aliases for Network Services ,Best Current Practice,pdf,rfcs\pdf\rfc2219.pdf,Yes
,2219, Use of DNS Aliases for Network Services ,Best Current Practice,html,rfcs\html\rfc2219.html,Yes
,2182, Selection and Operation of Secondary DNS Servers ,Best Current Practice,txt,rfcs\txt\rfc2182.txt,Yes
,2182, Selection and Operation of Secondary DNS Servers ,Best Current Practice,pdf,rfcs\pdf\rfc2182.pdf,Yes
,2182, Selection and Operation of Secondary DNS Servers ,Best Current Practice,html,rfcs\html\rfc2182.html,Yes
,2148, Deployment of the Internet White Pages Service ,Best Current Practice,txt,rfcs\txt\rfc2148.txt,Yes
,2148, Deployment of the Internet White Pages Service ,Best Current Practice,pdf,rfcs\pdf\rfc2148.pdf,Yes
,2148, Deployment of the Internet White Pages Service ,Best Current Practice,html,rfcs\html\rfc2148.html,Yes
,2119,Key words for use in RFCs to Indicate Requirement Levels ,Best Current Practice,txt,rfcs\txt\rfc2119.txt,Yes
,2119,Key words for use in RFCs to Indicate Requirement Levels ,Best Current Practice,pdf,rfcs\pdf\rfc2119.pdf,Yes
,2119,Key words for use in RFCs to Indicate Requirement Levels ,Best Current Practice,html,rfcs\html\rfc2119.html,Yes
,2048, Multipurpose Internet Mail Extensions (MIME) Part Four: Registration Procedures ,Best Current Practice,txt,rfcs\txt\rfc2048.txt,Yes
,2048, Multipurpose Internet Mail Extensions (MIME) Part Four: Registration Procedures ,Best Current Practice,pdf,rfcs\pdf\rfc2048.pdf,Yes
,2048, Multipurpose Internet Mail Extensions (MIME) Part Four: Registration Procedures ,Best Current Practice,html,rfcs\html\rfc2048.html,Yes
,2028,The Organizations Involved in the IETF Standards Process ,Best Current Practice,txt,rfcs\txt\rfc2028.txt,Yes
,2028,The Organizations Involved in the IETF Standards Process ,Best Current Practice,pdf,rfcs\pdf\rfc2028.pdf,Yes
,2028,The Organizations Involved in the IETF Standards Process ,Best Current Practice,html,rfcs\html\rfc2028.html,Yes
,2026, The Internet Standards Process -- Revision 3 ,Best Current Practice,txt,rfcs\txt\rfc2026.txt,Yes
,2026, The Internet Standards Process -- Revision 3 ,Best Current Practice,pdf,rfcs\pdf\rfc2026.pdf,Yes
,2026, The Internet Standards Process -- Revision 3 ,Best Current Practice,html,rfcs\html\rfc2026.html,Yes
,2014, IRTF Research Group Guidelines and Procedures ,Best Current Practice,txt,rfcs\txt\rfc2014.txt,Yes
,2014, IRTF Research Group Guidelines and Procedures ,Best Current Practice,pdf,rfcs\pdf\rfc2014.pdf,Yes
,2014, IRTF Research Group Guidelines and Procedures ,Best Current Practice,html,rfcs\html\rfc2014.html,Yes
,2008, Implications of Various Address Allocation Policies for Internet Routing ,Best Current Practice,txt,rfcs\txt\rfc2008.txt,Yes
,2008, Implications of Various Address Allocation Policies for Internet Routing ,Best Current Practice,pdf,rfcs\pdf\rfc2008.pdf,Yes
,2008, Implications of Various Address Allocation Policies for Internet Routing ,Best Current Practice,html,rfcs\html\rfc2008.html,Yes
,1984,IAB and IESG Statement on Cryptographic Technology and the Internet ,Best Current Practice,txt,rfcs\txt\rfc1984.txt,Yes
,1984,IAB and IESG Statement on Cryptographic Technology and the Internet ,Best Current Practice,pdf,rfcs\pdf\rfc1984.pdf,Yes
,1984,IAB and IESG Statement on Cryptographic Technology and the Internet ,Best Current Practice,html,rfcs\html\rfc1984.html,Yes
,1930," Guidelines for creation, selection, and registration of an Autonomous System (AS) ",Best Current Practice,txt,rfcs\txt\rfc1930.txt,Yes
,1930," Guidelines for creation, selection, and registration of an Autonomous System (AS) ",Best Current Practice,pdf,rfcs\pdf\rfc1930.pdf,Yes
,1930," Guidelines for creation, selection, and registration of an Autonomous System (AS) ",Best Current Practice,html,rfcs\html\rfc1930.html,Yes
,1918, Address Allocation for Private Internets ,Best Current Practice,txt,rfcs\txt\rfc1918.txt,Yes
,1918, Address Allocation for Private Internets ,Best Current Practice,pdf,rfcs\pdf\rfc1918.pdf,Yes
,1918, Address Allocation for Private Internets ,Best Current Practice,html,rfcs\html\rfc1918.html,Yes
,1917, An Appeal to the Internet Community to Return Unused IP Networks (Prefixes) to the IANA ,Best Current Practice,txt,rfcs\txt\rfc1917.txt,Yes
,1917, An Appeal to the Internet Community to Return Unused IP Networks (Prefixes) to the IANA ,Best Current Practice,pdf,rfcs\pdf\rfc1917.pdf,Yes
,1917, An Appeal to the Internet Community to Return Unused IP Networks (Prefixes) to the IANA ,Best Current Practice,html,rfcs\html\rfc1917.html,Yes
,1915, Variance for The PPP Compression Control Protocol and The PPP Encryption Control Protocol ,Best Current Practice,txt,rfcs\txt\rfc1915.txt,Yes
,1915, Variance for The PPP Compression Control Protocol and The PPP Encryption Control Protocol ,Best Current Practice,pdf,rfcs\pdf\rfc1915.pdf,Yes
,1915, Variance for The PPP Compression Control Protocol and The PPP Encryption Control Protocol ,Best Current Practice,html,rfcs\html\rfc1915.html,Yes
